http://catalogue.bnf.fr/	BENC	CTHS	http://gallica.bnf.fr/	pages	OCR	année	nº in coll.	tome	nº in série	format	sous-collection	titre	éditeur (@key)	éditeur (@ref)	auteur (@key)	auteur (@ref)	collection	exemplaire CTHS ?	regroupement (titre)	regroupement (ark, notice BnF)	code erreur	commentaire
ark:/12148/cb37562365b	16748		ark:/12148/bpt6k6514954k	716	99.43	1839		1 (part. 2)			Première série, Histoire politique	Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité. Tome I, partie 2 : XIIIe siècle	Varin, Pierre (1802-1849) 	http://catalogue.bnf.fr/ark:/12148/cb11927702k	 -	 -	Collection de documents inédits sur l'histoire de France		Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité	http://catalogue.bnf.fr/ark:/12148/cb37562365b		
ark:/12148/cb37562365b	16748		ark:/12148/bpt6k31579g	641	92.92	1843		2 (part. 1)			Première série, Histoire politique	Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité. Tome II, partie 1 : 1300-1330	Varin, Pierre (1802-1849) 	http://catalogue.bnf.fr/ark:/12148/cb11927702k	 -	 -	Collection de documents inédits sur l'histoire de France		Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité	http://catalogue.bnf.fr/ark:/12148/cb37562365b		
ark:/12148/cb37562365b	16748					1843		2 (part. 2)			Première série, Histoire politique	Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité. Tome II, partie 2 : 1331-1341	Varin, Pierre (1802-1849) 	http://catalogue.bnf.fr/ark:/12148/cb11927702k	 -	 -	Collection de documents inédits sur l'histoire de France		Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité	http://catalogue.bnf.fr/ark:/12148/cb37562365b		
ark:/12148/cb37562365b	16748					1848		3			Première série, Histoire politique	Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité. Tome III : 1350-1399	Varin, Pierre (1802-1849) 	http://catalogue.bnf.fr/ark:/12148/cb11927702k	 -	 -	Collection de documents inédits sur l'histoire de France	oui	Archives administratives de la ville de Reims : collection de pièces inédites pouvant servir à l'histoire des institutions dans l'intérieur de la cité	http://catalogue.bnf.fr/ark:/12148/cb37562365b		
ark:/12148/cb37562555k	15513		ark:/12148/bpt6k6225833x	616	99.96	1839		1			Première série, Histoire politique	Chronique de Bertrand Du Guesclin. Tome I	Charrière, Ernest (1805-1865?)	http://catalogue.bnf.fr/ark:/12148/cb130051300	Cuvelier (13..-13.. ; trouvère)	http://catalogue.bnf.fr/ark:/12148/cb12156152m	Collection de documents inédits sur l'histoire de France		Chronique de Bertrand Du Guesclin	http://catalogue.bnf.fr/ark:/12148/cb37562555k		
ark:/12148/cb37562555k	15513		ark:/12148/bpt6k6238719h	632	99.9 	1839		2			Première série, Histoire politique	Chronique de Bertrand Du Guesclin. Tome II	Charrière, Ernest (1805-1865?)	http://catalogue.bnf.fr/ark:/12148/cb130051300	Cuvelier (13..-13.. ; trouvère)	http://catalogue.bnf.fr/ark:/12148/cb12156152m	Collection de documents inédits sur l'histoire de France		Chronique de Bertrand Du Guesclin	http://catalogue.bnf.fr/ark:/12148/cb37562555k		
ark:/12148/cb37563767c	15626	654	ark:/12148/bpt6k6224315z	798	99.96	1839		1		in-4	Première série, Histoire politique	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422. Tome I	Bellaguet, Louis (1807-1884)	http://catalogue.bnf.fr/ark:/12148/cb124090129	Pintoin, Michel (1350?-1421)	http://catalogue.bnf.fr/ark:/12148/cb12409011z	Collection de documents inédits sur l'histoire de France	oui	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422	http://catalogue.bnf.fr/ark:/12148/cb37563767c		
ark:/12148/cb37563767c	15626	1092	ark:/12148/bpt6k62227520	817	99.96	1840		2		in-4	Première série, Histoire politique	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422. Tome II	Bellaguet, Louis (1807-1884)	http://catalogue.bnf.fr/ark:/12148/cb124090129	Pintoin, Michel (1350?-1421)	http://catalogue.bnf.fr/ark:/12148/cb12409011z	Collection de documents inédits sur l'histoire de France	oui	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422	http://catalogue.bnf.fr/ark:/12148/cb37563767c		
ark:/12148/cb37563767c	15626	1093	ark:/12148/bpt6k6529168p	800	99.96	1841		3		in-4	Première série, Histoire politique	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422. Tome III	Bellaguet, Louis (1807-1884)	http://catalogue.bnf.fr/ark:/12148/cb124090129	Pintoin, Michel (1350?-1421)	http://catalogue.bnf.fr/ark:/12148/cb12409011z	Collection de documents inédits sur l'histoire de France	oui	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422	http://catalogue.bnf.fr/ark:/12148/cb37563767c		
ark:/12148/cb37563767c	15626	1094	ark:/12148/bpt6k6224419z	810	99.96	1842		4		in-4	Première série, Histoire politique	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422. Tome IV	Bellaguet, Louis (1807-1884)	http://catalogue.bnf.fr/ark:/12148/cb124090129	Pintoin, Michel (1350?-1421)	http://catalogue.bnf.fr/ark:/12148/cb12409011z	Collection de documents inédits sur l'histoire de France	oui	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422	http://catalogue.bnf.fr/ark:/12148/cb37563767c		
ark:/12148/cb37563767c		1095	ark:/12148/bpt6k6315923v	796	99.93 	1844		5		in-4	Première série, Histoire politique	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422. Tome V	Bellaguet, Louis (1807-1884)	http://catalogue.bnf.fr/ark:/12148/cb124090129	Pintoin, Michel (1350?-1421)	http://catalogue.bnf.fr/ark:/12148/cb12409011z	Collection de documents inédits sur l'histoire de France	oui	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422	http://catalogue.bnf.fr/ark:/12148/cb37563767c		
ark:/12148/cb37563767c	15626	1096				1852		6		in-4	Première série, Histoire politique	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422. Tome VI	Bellaguet, Louis (1807-1884)	http://catalogue.bnf.fr/ark:/12148/cb124090129	Pintoin, Michel (1350?-1421)	http://catalogue.bnf.fr/ark:/12148/cb12409011z	Collection de documents inédits sur l'histoire de France	oui	Chronique du religieux de Saint-Denys : contenant le règne de Charles VI, de 1380 à 1422	http://catalogue.bnf.fr/ark:/12148/cb37563767c		
ark:/12148/cb37562523z	19734	673	ark:/12148/bpt6k62243186	674	99.96	1839		1		in-4	Première série, Histoire politique	Correspondance de Henri d'Escoubleau de Sourdis, archevêque de Bordeaux, chef des conseils du roi en l'armée navale... augmentée des ordres, instructions et lettres de Louis XIII et du cardinal de Richelieu à M. de Sourdis concernant les opérations des flottes françaises de 1636 à 1642. et accompagnée d'un texte historique, de notes et d'une introduction sur l'état de la marine en France sous le ministère du cardinal de Richelieu. Tome I	Sue, Eugène (1804-1857) 	http://catalogue.bnf.fr/ark:/12148/cb11925725r	Sourdis, Henri d'Escoubleau de (1593-1645) | Louis XIII (roi de France ; 1601-1643) | Richelieu, Armand Jean du Plessis (1585-1642 ; cardinal duc de)	http://catalogue.bnf.fr/ark:/12148/cb135479353 | http://catalogue.bnf.fr/ark:/12148/cb11913462f | http://catalogue.bnf.fr/ark:/12148/cb11921894w	Collection de documents inédits sur l'histoire de France		Correspondance de Henri d'Escoubleau de Sourdis, archevêque de Bordeaux, chef des conseils du roi en l'armée navale	http://catalogue.bnf.fr/ark:/12148/cb37562523z		
ark:/12148/cb37562523z	19734	1097	ark:/12148/bpt6k6224319m	710	99.96	1839		2		in-4	Première série, Histoire politique	Correspondance de Henri d'Escoubleau de Sourdis, archevêque de Bordeaux, chef des conseils du roi en l'armée navale... augmentée des ordres, instructions et lettres de Louis XIII et du cardinal de Richelieu à M. de Sourdis concernant les opérations des flottes françaises de 1636 à 1642. et accompagnée d'un texte historique, de notes et d'une introduction sur l'état de la marine en France sous le ministère du cardinal de Richelieu. Tome II	Sue, Eugène (1804-1857) 	http://catalogue.bnf.fr/ark:/12148/cb11925725r	Sourdis, Henri d'Escoubleau de (1593-1645) | Louis XIII (roi de France ; 1601-1643) | Richelieu, Armand Jean du Plessis (1585-1642 ; cardinal duc de)	http://catalogue.bnf.fr/ark:/12148/cb135479353 | http://catalogue.bnf.fr/ark:/12148/cb11913462f | http://catalogue.bnf.fr/ark:/12148/cb11921894w	Collection de documents inédits sur l'histoire de France		Correspondance de Henri d'Escoubleau de Sourdis, archevêque de Bordeaux, chef des conseils du roi en l'armée navale	http://catalogue.bnf.fr/ark:/12148/cb37562523z		
ark:/12148/cb37562523z	19734	1098	ark:/12148/bpt6k6218242g	604	99.96	1839		3		in-4	Première série, Histoire politique	Correspondance de Henri d'Escoubleau de Sourdis, archevêque de Bordeaux, chef des conseils du roi en l'armée navale... augmentée des ordres, instructions et lettres de Louis XIII et du cardinal de Richelieu à M. de Sourdis concernant les opérations des flottes françaises de 1636 à 1642. et accompagnée d'un texte historique, de notes et d'une introduction sur l'état de la marine en France sous le ministère du cardinal de Richelieu. Tome III	Sue, Eugène (1804-1857) 	http://catalogue.bnf.fr/ark:/12148/cb11925725r	Sourdis, Henri d'Escoubleau de (1593-1645) | Louis XIII (roi de France ; 1601-1643) | Richelieu, Armand Jean du Plessis (1585-1642 ; cardinal duc de)	http://catalogue.bnf.fr/ark:/12148/cb135479353 | http://catalogue.bnf.fr/ark:/12148/cb11913462f | http://catalogue.bnf.fr/ark:/12148/cb11921894w	Collection de documents inédits sur l'histoire de France		Correspondance de Henri d'Escoubleau de Sourdis, archevêque de Bordeaux, chef des conseils du roi en l'armée navale	http://catalogue.bnf.fr/ark:/12148/cb37562523z		
ark:/12148/cb375625307	49238	708	ark:/12148/bpt6k62205444	686	99.33 	1839		1		in-4	Première série, Histoire politique	Lettres de rois, reines et autres personnages des cours de France et d'Angleterre depuis Louis VII jusqu'à Henri IV tirées des archives de Londres. Tome I : de l'année 1162 à 1300	Bréquigny, Louis George Oudard Feudrix de (1714-1795) | Champollion-Figeac, Jacques-Joseph (1778-1867) 	http://catalogue.bnf.fr/ark:/12148/cb12410812j | http://catalogue.bnf.fr/ark:/12148/cb12174688x	France	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France		Lettres de rois, reines et autres personnages des cours de France et d'Angleterre depuis Louis VII jusqu'à Henri IV tirées des archives de Londres	http://catalogue.bnf.fr/ark:/12148/cb375625307	auteur_personne-morale	
ark:/12148/cb375625307	49238	639	ark:/12148/bpt6k6220842b	636	99.06	1847		2		in-4	Première série, Histoire politique	Lettres de rois, reines et autres personnages des cours de France et d'Angleterre depuis Louis VII jusqu'à Henri IV tirées des archives de Londres. Tome II : de l'année 1301 à 1515 	Bréquigny, Louis George Oudard Feudrix de (1714-1795) | Champollion-Figeac, Jacques-Joseph (1778-1867) 	http://catalogue.bnf.fr/ark:/12148/cb12410812j | http://catalogue.bnf.fr/ark:/12148/cb12174688x	France	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France	oui	Lettres de rois, reines et autres personnages des cours de France et d'Angleterre depuis Louis VII jusqu'à Henri IV tirées des archives de Londres	http://catalogue.bnf.fr/ark:/12148/cb375625307	auteur_personne-morale	
ark:/12148/cb37370109p	60742	712	ark:/12148/bpt6k55460161	1260	96.14	1839		1		in-4	Première série, Histoire politique	Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long. Tome I : 1254-1273	Beugnot, Auguste-Arthur (1797-1865) 	http://catalogue.bnf.fr/ark:/12148/cb12328767h	France 	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France		Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long	http://catalogue.bnf.fr/ark:/12148/cb37370109p		
ark:/12148/cb37370109p	60742	713	ark:/12148/bpt6k5546735s	1106	96.08	1842		2		in-4	Première série, Histoire politique	Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long. Tome II : 1274-1318	Beugnot, Auguste-Arthur (1797-1865) 	http://catalogue.bnf.fr/ark:/12148/cb12328767h	France 	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France		Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long	http://catalogue.bnf.fr/ark:/12148/cb37370109p		
ark:/12148/cb37370109p	60742	714	ark:/12148/bpt6k62425286	816	99.0	1844		3 (part. 1)		in-4	Première série, Histoire politique	Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long. Tome III, première partie : 1299-1311	Beugnot, Auguste-Arthur (1797-1865) 	http://catalogue.bnf.fr/ark:/12148/cb12328767h	France 	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France	oui	Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long	http://catalogue.bnf.fr/ark:/12148/cb37370109p		
ark:/12148/cb37370109p	60742	646	ark:/12148/bpt6k5549190v	960	96.07	1848		3 (part. 2)		in-4	Première série, Histoire politique	Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long. Tome III, deuxième partie : 1312-1318 	Beugnot, Auguste-Arthur (1797-1865) 	http://catalogue.bnf.fr/ark:/12148/cb12328767h	France 	http://catalogue.bnf.fr/ark:/12148/cb11863754h	Collection de documents inédits sur l'histoire de France		Les Olim, ou Registres des arrêts rendus par la Cour du Roi : sous les règnes de Saint Louis, de Philippe Le Hardi, de Philippe Le Bel, de Louis Le Hutin et de Philippe Le Long	http://catalogue.bnf.fr/ark:/12148/cb37370109p		
